API NO.,District,Lease,Well Number,Permitted Operator,County,Status Date,Status Number,Wellbore Profiles,Filing Purpose,Amend,Total Depth,Stacked Lateral Parent Well DP #,Status,HREF,Submitted_Dt,Approved_Dt,Horizontal Wellbore,Acres
17339116,08,HAWKEN F,15LM,"CROWNQUEST OPERATING, LLC(191554)",GLASSCOCK,Submitted: 03/13/2024 Approved: 03/15/2024,898138,Horizontal,New Drill,N,9000,898116,APPROVED,https://webapps2.rrc.texas.gov/EWA/drillingPermitDetailAction.do?methodToCall=searchByUniversalDocNo&universalDocNo=497084982&rrcActionMan=H4sIAAAAAAAAAL1Qu27DMAz8mnQURMt224GDEbRzH0EzGBkUW1AE2JZByX0A-vjSLgqkTudMIo-n4_ESSIlZAgkIN0RN1UTnh5eG2loecME_zFGPY8gEj0U0nzoI6983qspzxYQMN9njw77iUs1lS67r3GCfDPUuhufJ0NePqmg9k3LsTTz5due3uusYKJBMnGjY-VejqTkxdIfywkwdlmlFNohRk-7fdDeZxSN7gFul7gHKuSvwaKwbwt7FWYzV_vSQrfpz_motXC2D8Ht7iaO2hs5u_DcQONRr3uwVIXEYMikucpSp4Ldk4PL3VeL8BlitolJfAgAA,2024-03-13,2024-03-15,"Allocation, Stacked Lateral",482.7
17339117,08,HAWKEN F,16HB,"CROWNQUEST OPERATING, LLC(191554)",GLASSCOCK,Submitted: 03/13/2024 Approved: 03/15/2024,898140,Horizontal,New Drill,N,9000,898116,APPROVED,https://webapps2.rrc.texas.gov/EWA/drillingPermitDetailAction.do?methodToCall=searchByUniversalDocNo&universalDocNo=497084983&rrcActionMan=H4sIAAAAAAAAAL1Qu27DMAz8mnQURMtO2oGDUbRzkwbNYGRQbEERYFsGJfcB6ONLuyiQOp0ziTyejsdLICVmCSQg3BHVZR2d73c1NZU84ox_mJMehpAJHotoPnUQ1r-vVJnnigkZrrLnp0PJpZrKhlzbut6-GOpcDNvR0NePqmg8k3LsTDz7Zu8fddsyUCCZOFK_969GU31m6B7llZkqzNOSbBCDJt296XY0s0f2ABulHgA2U1fgyVjXh4OLkxir_ekhW_SX_MVauFkG4ff2NQ7aGrq48d9A4FgteZNXhMRhyKS4yFGmgt81A9e_bxLnN_t5xVlfAgAA,2024-03-13,2024-03-15,"Allocation, Stacked Lateral",482.7
17339118,08,HAWKEN G,17HD,"CROWNQUEST OPERATING, LLC(191554)",GLASSCOCK,Submitted: 03/13/2024 Approved: 03/15/2024,898141,Horizontal,New Drill,N,11000,,APPROVED,https://webapps2.rrc.texas.gov/EWA/drillingPermitDetailAction.do?methodToCall=searchByUniversalDocNo&universalDocNo=497084984&rrcActionMan=H4sIAAAAAAAAAL1Qu27DMAz8mnQURMtO04GDUbRzkwbNYGRQbEERYFsGJfcB6ONLuyiQOp0ziTyejsdLICVmCSQg3BHVZR2d73c1NZU84ox_mJMehpAJHotoPnUQ1r-vVJnnigkZrrLnp0PJpZrKhlzbut6-GOpcDNvR0NePqmg8k3LsTDz7Zu8fddsyUCCZOFK_969GU31maIPyykwV5mlJNohBk-7edDua2SN7gHulHgA2U1fgyVjXh4OLkxir_ekhW_SX_MVauFkG4ff2NQ7aGrq48d9A4FgteZNXhMRhyKS4yFGmgt81A9e_bxLnN4rzzDJfAgAA,2024-03-13,2024-03-15,Allocation,482.7
17339119,08,HAWKEN G,18DN,"CROWNQUEST OPERATING, LLC(191554)",GLASSCOCK,Submitted: 03/13/2024 Approved: 03/15/2024,898142,Horizontal,New Drill,N,9000,898141,APPROVED,https://webapps2.rrc.texas.gov/EWA/drillingPermitDetailAction.do?methodToCall=searchByUniversalDocNo&universalDocNo=497084985&rrcActionMan=H4sIAAAAAAAAAL1Qu27DMAz8mnQURMtOm4GDUbRzkwbNYGRQbEERYFsGJfcB6ONLuyiQOp0ziTyejsdLICVmCSQg3BHVZR2d73c1NZU84ox_mJMehpAJHotoPnUQ1r-vVJnnigkZrrLnp0PJpZrKhlzbut6-GOpcDNvR0NePqmg8k3LsTDz7Zu8fddsyUCCZOFK_969GU31m6AHllZkqzNOSbBCDJt296XY0s0f2APdKbQA2U1fgyVjXh4OLkxir_ekhW_SX_MVauFkG4ff2NQ7aGrq48d9A4FgteZNXhMRhyKS4yFGmgt81A9e_bxLnNyknqzlfAgAA,2024-03-13,2024-03-15,"Allocation, Stacked Lateral",482.7
17339120,08,HAWKEN F,14JM,"CROWNQUEST OPERATING, LLC(191554)",GLASSCOCK,Submitted: 03/13/2024 Approved: 03/21/2024,898136,Horizontal,New Drill,N,9000,898116,APPROVED,https://webapps2.rrc.texas.gov/EWA/drillingPermitDetailAction.do?methodToCall=searchByUniversalDocNo&universalDocNo=497084981&rrcActionMan=H4sIAAAAAAAAAL1Qu27DMAz8mnQU9LDTduBgBO2ctEEzGBkUW1AEyJZByX0A-vjSLgqkTudMIo-n4_Gy4BxkFlyAuENsqia50L802Nb8CDP-YU56GKJkNGbJfOrIbHhfqaooFBEkrOTz06GiUk1li85719utwc6luBsNfv2osjYQqYDOpHNo92GjvSegBDRpxH4fXo3G5kzQA_ArM3WcpxXayAaNunvTfjSzR_Ig7pV6FJJPXQknY10fDy5NYqT2pxdy0V_yF2vFzTKIv7evYdDW4MWN_wYijvWSN3kFkSkMnhUVBfBc0rsm4Pr3TeL8Bhjoj7lfAgAA,2024-03-13,2024-03-21,"Allocation, Stacked Lateral",482.7
17734648,01,COOK R,16H,"EOG RESOURCES, INC.(253162)",GONZALES,Submitted: 08/31/2023 Approved: 09/01/2023,893370,Horizontal,New Drill,N,11500,,APPROVED,https://webapps2.rrc.texas.gov/EWA/drillingPermitDetailAction.do?methodToCall=searchByUniversalDocNo&universalDocNo=496298728&rrcActionMan=H4sIAAAAAAAAAL1Qu27DMAz8mnQU9LKThYNRtHMfQTMYGRRbcATIlkHJfQD6-NIuCqRO50wij6fj8bLgHGQWXIC4Q2yqJrkwvDTY1vwIC_5hT2Yco2Q0Zsl-msi68L5RldaKCBI28vHhUFGp5rJF570buieLvUvxebL49aPK2kAkDb1N59Duw73xnoAC0KYJh314tQabM0E74Fdm6rhMK-wiGw2a_s34yS4eyYPYbpUu9W7uCjjZzg3x4NIsRmp_eiFX_SV_tVbcLIP4e3sJo-ksXtz4byDiWK95s1cQmcLgWVGhgeeC3pKA6983ifMbwTcoqF8CAAA,2023-08-31,2023-09-01,Allocation,1706.94
22742422,08,SHAFER 12-32 A UNIT,L 1H,"HIGHPEAK ENERGY HOLDINGS, LLC(385826)",HOWARD,Submitted: 02/21/2024 Approved: 03/22/2024,897585,Horizontal,New Drill,N,6250,,APPROVED,https://webapps2.rrc.texas.gov/EWA/drillingPermitDetailAction.do?methodToCall=searchByUniversalDocNo&universalDocNo=496991055&rrcActionMan=H4sIAAAAAAAAAL1Qu27DMAz8mnQ0JFpJu3AwinZuk6AZjAyKLSgCZMug5D4AfXxpFwVSp3MmHY-n45FZCoGQpZAo74iaqkku9NuG2locceY_zEkPQ4SC20UynzoWNryvykqpkgWAK3h-OlQMywm25Lx3vX0x1LkUX0dDXz-uRRtYpLAz6RzafXjU3jOxRjJppH4fdkZTc2bqAcVVmDrO3YpsLAZNunvTfjRzRs4AcK9AwbQJG56MdX08uDSZsdufWsKivtQvxsqb3SD-7r7BQVtDFzv-exB5rJe6KSvKDChFLhkoFHnN74aJ6983Oec3WMzO518CAAA,2024-02-21,2024-03-22,,960.0
22742448,08,ELROD-ANTELL UNIT B 11-02,6MH,"SURGE OPERATING, LLC(760725)",HOWARD,Submitted: 03/18/2024 Approved: 03/19/2024,898232,Horizontal,New Drill,N,8500,815509,APPROVED,https://webapps2.rrc.texas.gov/EWA/drillingPermitDetailAction.do?methodToCall=searchByUniversalDocNo&universalDocNo=497099244&rrcActionMan=H4sIAAAAAAAAAL1Qu27DMAz8mnQUJFlOs3AwinRu0qAZjAyKLSgCZMug5D4AfXxpFwVSp3MmHY-n45FZcA4yCy5APCA2VZNc6PcNtjU_wcx_mLMehigZtVkynzoyG95XRaVUQQIJK_m8PVYEiwm26Lx3vX0x2LkUd6PBrx9X1gYSKehMuoT2EJ6090SUgCaN2B_Cq9HYXIjaAL8JU8e5W6GNbNCouzftRzNnpAxSPiqp1GaqSjgb6_p4dGkyI7c_tZCL-lq_GCvudoP4u_saBm0NXu3470HEqV7qpqwgsgTBc0FAAc8lvWsibn_f5ZzfU7u10V8CAAA,2024-03-18,2024-03-19,Stacked Lateral,657.8
22742449,08,ELROD-ANTELL UNIT B 11-02,8MH,"SURGE OPERATING, LLC(760725)",HOWARD,Submitted: 03/18/2024 Approved: 03/19/2024,898233,Horizontal,New Drill,N,8500,,APPROVED,https://webapps2.rrc.texas.gov/EWA/drillingPermitDetailAction.do?methodToCall=searchByUniversalDocNo&universalDocNo=497100301&rrcActionMan=H4sIAAAAAAAAAL1Qu27DMAz8mnQUJFlO24GDEbRz0gbNYGRQbEERIFsGJfcB6ONLuyiQOp0z6Xg8HY_MgnOQWXAB4g6xqZrkQv_SYFvzI8z8hznpYYiSUZsl86kjs-F9VVRKFSSQsJLPT4eKYDHBFp33rrdbg51LcTca_PpxZW0gkYLOpHNo92GjvSeiBDRpxH4fXo3G5kzUA_CrMHWcuxXayAaNunvTfjRzRsog5b2SSj1OVQknY10fDy5NZuT2pxZyUV_qF2PFzW4Qf3dfw6CtwYsd_z2IONZL3ZQVRJYgeC4IKOC5pHdNxPXvm5zzG_Bv0tpfAgAA,2024-03-18,2024-03-19,,657.8
25538023,02,KOSUB UNIT,11H,"DEVON ENERGY PRODUCTION CO, L.P.(216378)",KARNES,Submitted: 03/14/2024 Approved: 03/15/2024,898179,Horizontal,New Drill,N,14000,739550,APPROVED,https://webapps2.rrc.texas.gov/EWA/drillingPermitDetailAction.do?methodToCall=searchByUniversalDocNo&universalDocNo=497090029&rrcActionMan=H4sIAAAAAAAAAL1Qu27DMAz8mnQUJNkOsnAwinbuI2gGI4NiE4oA2TIouQ9AH1_aRYHU6ZxJx-PpeGRWUoLOSipQd0Rt3SYXhpeWukYeYeE_8GTGMWrBbZHw00Rhw_umqMuyYIGGjX58ONQMixl25Lx3g31C6l2KzxPS14-r6AKLSugxnUO3D_fGeyYqIEwTDfvwiobaM1M7kFdhmrh0a7JRjIZM_2b8hEtGzqCrqthJPQdiwxNaN8SDS7MZu_2plV7Vl_rVWHWzG8Tf3bcwGot0seO_B1HHZq2bs4LKGpTMBYMSZK743TJx_fsm5_wGRSlweV8CAAA,2024-03-14,2024-03-15,Stacked Lateral,487.44
25538024,02,KOSUB UNIT,12H,"DEVON ENERGY PRODUCTION CO, L.P.(216378)",KARNES,Submitted: 03/14/2024 Approved: 03/15/2024,898181,Horizontal,New Drill,N,14000,739323,APPROVED,https://webapps2.rrc.texas.gov/EWA/drillingPermitDetailAction.do?methodToCall=searchByUniversalDocNo&universalDocNo=497090030&rrcActionMan=H4sIAAAAAAAAAL1Qu27DMAz8mnQU9AyycDCKdu4jaAYjg2ILigDbMii5D0AfX9pFgdTpnEnH4-l4ZBGcgyyCCxB3iE3V5BCHlwbbmh9h4T_cyY5jkozaLLtPm5iP7xtVaa1IIGEjHx8OFUE1wxZD14XBPznsQ07Pk8OvH1fWRhJp6F0-x3Yf723XEWEAXZ5w2MdXZ7E5E7UDfhWmTku3Qp_YaNH2b7ab3JKRMkhj1I5LPVcGTs6HIR1Cns3I7U8t5Kq-1K_GipvdIP3uvoXReocXO_57EHGs17o5K4giQfCiCGjgxdC7JeL6903O-Q0sBkdJXwIAAA,2024-03-14,2024-03-15,Stacked Lateral,487.44
25538025,02,KOSUB UNIT,13H,"DEVON ENERGY PRODUCTION CO, L.P.(216378)",KARNES,Submitted: 03/14/2024 Approved: 03/15/2024,898186,Horizontal,New Drill,N,14000,739323,APPROVED,https://webapps2.rrc.texas.gov/EWA/drillingPermitDetailAction.do?methodToCall=searchByUniversalDocNo&universalDocNo=497090031&rrcActionMan=H4sIAAAAAAAAAL1Qu27DMAz8mnQU9LCCLByMop37CJrByKDYgiJAtgxK7gPQx5d2USB1OmfS8Xg6HlkE5yCL4ALEHWJbt9nH4aXFruFHWPgPezLjmCSjNsv20yTm4vtG1VWlSCBhIx8fDjVBNcMOfQh-cE8We5_T82Tx68eVdZFEFfQ2n2O3j_cmBCI0oM0TDvv4ag22Z6J2wK_CNGnp1ugSGw2a_s2EyS4ZKYPUWu241HOl4WSdH9LB59mM3P7UQq7qS_1qrLjZDdLv7lsYjbN4seO_BxHHZq2bs4IoEgQvikAFvGh6t0Rc_77JOb8Bj9IgQl8CAAA,2024-03-14,2024-03-15,Stacked Lateral,487.44
25538026,02,KOSUB UNIT,14H,"DEVON ENERGY PRODUCTION CO, L.P.(216378)",KARNES,Submitted: 03/14/2024 Approved: 03/15/2024,898187,Horizontal,New Drill,N,14000,810155,APPROVED,https://webapps2.rrc.texas.gov/EWA/drillingPermitDetailAction.do?methodToCall=searchByUniversalDocNo&universalDocNo=497090032&rrcActionMan=H4sIAAAAAAAAAL1QsW7DIBD9mnREgI2V5Qaraue2iZrBykBsRJCwsQ6cthIf37OrSqnTORPv3j3evbssOAeZBRcgHhDbuk0uDG8tdg0_wsJ_mJMexygZtVkynzoyGy6boi7LggQSNvL56VATLGbYofPeDfbFYO9SfJ0Mfv24si6QqITepHPo9uFRe0-EAjRpwmEfdkZjeyZqC_wmTBOXbo02slGj7t-1n8ySkTJIpYotl9VcKTgZ64Z4cGk2I7c_tZCr-lq_GivudoP4u3sFo7YGr3b89yDi2Kx1c1YQWYLguSBQAs-K3oqI2993Oec3aq-IX18CAAA,2024-03-14,2024-03-15,Stacked Lateral,487.44
29736421,02,BLACK HAND E,5H,VERDUN OIL & GAS LLC(884566),LIVE OAK,Submitted: 02/27/2024 Approved: 03/12/2024,897756,Horizontal,New Drill,N,12200,,APPROVED,https://webapps2.rrc.texas.gov/EWA/drillingPermitDetailAction.do?methodToCall=searchByUniversalDocNo&universalDocNo=496995243&rrcActionMan=H4sIAAAAAAAAAL1Qu27DMAz8mnQ09LLbDhyMoJ37CJrByKDYgiJAtgxK7gPQx5d2USB1OmfS8Xg6Hpk5YyAyZxz4DWJbt8mF4aXFrmEHWPgPc9TjGEVB7SKZTx0LG943slZKkkDARjw-7GuCcoYdOu_dYJ8M9i7F58ng149r0QUSKehNOoVuF7baeyJKQJMmHHbh1WhsT0TdAbsI08SlW6ONxahR92_aT2bJSBnE_a2slOBzVcLRWDfEvUuzGbn9qblY1ef61Vh-tRvE390rGLU1eLbjvwfhh2atm7MCzwI4y5KAApZLeisiLn9f5Zzf7rogxV8CAAA,2024-02-27,2024-03-12,Allocation,754.34
29736422,02,BLACK HAND F,6H,VERDUN OIL & GAS LLC(884566),LIVE OAK,Submitted: 02/27/2024 Approved: 03/12/2024,897757,Horizontal,New Drill,N,12200,,APPROVED,https://webapps2.rrc.texas.gov/EWA/drillingPermitDetailAction.do?methodToCall=searchByUniversalDocNo&universalDocNo=496995244&rrcActionMan=H4sIAAAAAAAAAL1Qu27DMAz8mnQ09IrbDhyMoJ2TNmgGI4NiC4oA2TIouQ9AH1_aRYHU6ZxJx-PpeGTmjIHInHHgd4hN1SQX-pcG25odYeY_zEkPQxQFtYtkPnUsbHhfyUopSQIBK_H8dKgIygm26Lx3vd0a7FyKu9Hg149r0QYSKehMOod2HzbaeyLWgCaN2O_Dq9HYnIl6AHYVpo5zt0Ibi0Gj7t60H82ckTKIx3tZKjFtQoYnY10fDy5NZuT2p-ZiUV_qF2P5zW4Qf3cvYdDW4MWO_x6EH-ulbsoKPAvgLEsCClhe01sScf37Juf8BgvHiNhfAgAA,2024-02-27,2024-03-12,Allocation,754.34
30136801,08,OAK 55-1-31-30 A,13H,ANADARKO E&P ONSHORE LLC(020528),LOVING,Submitted: 03/07/2024 Approved: 03/14/2024,898030,Horizontal,New Drill,N,12000,,APPROVED,https://webapps2.rrc.texas.gov/EWA/drillingPermitDetailAction.do?methodToCall=searchByUniversalDocNo&universalDocNo=497060494&rrcActionMan=H4sIAAAAAAAAAL1QwU7DMAz9mnGs4qStdvGhQnAGNrFDtUPWRlmktqmcdICUj8ctQhod553y_Pzy_OwEQqBMIADhgaipmuj88NZQW4sjLvyHOelxDDLjdhbNpw6Z9ZeNqvJcsUDiRj4_HSqGaoYtua5zg30x1LsYXidDXz-uWetZlGNv4tm3e_-ou46JAsnEiYa93xlNzZmpLYqbMHVYuhXZkI2adP-uu8ksGTmDEqDKrYC5KvBkrBvCwcXZjN3-1CBX9bV-NRbudoPwu3uJo7aGrnb89yBwrNe6OStCkggiKQY5ilTwWzJx-_su5_wGcZBIo18CAAA,2024-03-07,2024-03-14,Allocation,960.0
30136802,08,OAK 55-1-31-30 B,22H,ANADARKO E&P ONSHORE LLC(020528),LOVING,Submitted: 03/07/2024 Approved: 03/14/2024,898032,Horizontal,New Drill,N,12000,,APPROVED,https://webapps2.rrc.texas.gov/EWA/drillingPermitDetailAction.do?methodToCall=searchByUniversalDocNo&universalDocNo=497064573&rrcActionMan=H4sIAAAAAAAAAL1Qu27DMAz8mnQU9HCMLByMop37CJrByKDYhCNAtgxK7gPQx5d2USB1OmfS8Xg6HpmVlKCzkgrUHVFTNcmF4aWhtpZHWPgPPNlxjFpwWyT8tFF04X1jqqIwLNCw0Y8Ph4qhmWFLzns3dE9IvUvxeUL6-nEVbWBRAT2mc2j34d56z8QWCNNEwz68oqXmzNQO5FWYOi7dirooRku2f7N-wiUjZzBSmXIn503Y8ISdG-LBpdmM3f7USq_qS_1qrLrZDeLv7iWMtkO62PHfg6hjvdbNWUFlDUpmw6AAmbf8lkxc_77JOb8BlO3gvl8CAAA,2024-03-07,2024-03-14,Allocation,960.0
30136803,08,OAK 55-1-31-30 C,14H,ANADARKO E&P ONSHORE LLC(020528),LOVING,Submitted: 03/07/2024 Approved: 03/14/2024,898033,Horizontal,New Drill,N,12000,,APPROVED,https://webapps2.rrc.texas.gov/EWA/drillingPermitDetailAction.do?methodToCall=searchByUniversalDocNo&universalDocNo=497064574&rrcActionMan=H4sIAAAAAAAAAL1Qu27DMAz8mnQU9HCMLByMop37CJrByKDYhCNAtgxK7gPQx5d2USB1OmfS8Xg6HpmVlKCzkgrUHVFTNcmF4aWhtpZHWPgPPNlxjFpwWyT8tFF04X1jqqIwLNCw0Y8Ph4qhmWFLzns3dE9IvUvxeUL6-nEVbWBRAT2mc2j34d56z8QWCNNEwz68oqXmzNQO5FWYOi7dirooRku2f7N-wiUjZzBSmXIn50BseMLODfHg0mzGbn9qpVf1pX41Vt3sBvF39xJG2yFd7PjvQdSxXuvmrKCyBiWzYVCAzFt-Syauf9_knN83OYe1XwIAAA,2024-03-07,2024-03-14,Allocation,960.0
30136807,08,CONDOR,246H,APACHE CORPORATION(027200),LOVING,Submitted: 03/08/2024 Approved: 03/13/2024,898056,Horizontal,New Drill,N,16000,,APPROVED,https://webapps2.rrc.texas.gov/EWA/drillingPermitDetailAction.do?methodToCall=searchByUniversalDocNo&universalDocNo=497069687&rrcActionMan=H4sIAAAAAAAAAL1Qu27DMAz8mnQU9LDdLByMIp37CJrByKDYgiJAtgxK7gPQx5d2USB1OmfS8Xg6HpkF5yCz4ALEHWJbt8mF4aXFruFHWPgPc9LjGCWjNkvmU0dmw_tG1UWhSCBhIx93h5qgmmGHzns32CeDvUvxeTL49ePKukCiAnqTzqHbhwftPREloEkTDvvwajS2Z6K2wK_CNHHp1mgjGzXq_k37ySwZKYPiQlVbfj9XJZyMdUM8uDSbkdufWshVfalfjRU3u0H83b2CUVuDFzv-exBxbNa6OSuILEHwrAgUwHNJb0XE9e-bnPMbu2sYmF8CAAA,2024-03-08,2024-03-13,,537.38
30136814,08,SORACHI 29-0-13-12 A,11H,ANADARKO E&P ONSHORE LLC(020528),LOVING,Submitted: 03/13/2024 Approved: 03/15/2024,898162,Horizontal,New Drill,N,13000,,APPROVED,https://webapps2.rrc.texas.gov/EWA/drillingPermitDetailAction.do?methodToCall=searchByUniversalDocNo&universalDocNo=497084987&rrcActionMan=H4sIAAAAAAAAAL1QwU7DMAz9mnGM4iStdvGhQnAGNrFDtUPWRl2ktqmcdIDUj8ctQhod553y_Pzy_OwJpEQ1gQSEB6KqqJIP_VtFdSmPuPAf7mSHISrBbZHcp42iCZeNLozRLFC4Uc9Ph4KhnmFNvm1937w46nyKr6Ojrx9XUQcWGexcOod6Hx5t2zKRIbk0Ur8PO2epOjO1RXkTpoxLt6AmisGS7d5tO7olI2fQEnS-BTNXGZ5c4_t48Gk2Y7c_NahVfa1fjYW73SD-7p7jYBtHVzv-exA4lmvdnBVhUghy0gwMyinjN2fi9vddzvkN2INkyl8CAAA,2024-03-13,2024-03-15,Allocation,1327.88
30136816,08,SORACHI 29-0-13-12 B,12H,ANADARKO E&P ONSHORE LLC(020528),LOVING,Submitted: 03/13/2024 Approved: 03/15/2024,898164,Horizontal,New Drill,N,13000,,APPROVED,https://webapps2.rrc.texas.gov/EWA/drillingPermitDetailAction.do?methodToCall=searchByUniversalDocNo&universalDocNo=497084988&rrcActionMan=H4sIAAAAAAAAAL1QwU7DMAz9mnGs4qStdvGhQnAGNrFDtUPWRlmktqmcdICUj8ctQhod553y_Pzy_OwEQqBMIADhgaipmuj88NZQW4sjLvyHOelxDDLjdhbNpw6Z9ZeNqvJcsUDiRj4_HSqGaoYtua5zg30x1LsYXidDXz-uWetZlGNv4tm3e_-ou46JAsnEiYa93xlNzZmpLYqbMHVYuhXZkI2adP-uu8ksGTmDEqDKLZRzVeDJWDeEg4uzGbv9qUGu6mv9aizc7Qbhd_cSR20NXe3470HgWK91c1aEJBFEUgxyFKngt2Ti9vddzvkNniqr3F8CAAA,2024-03-13,2024-03-15,Allocation,1327.88
30136817,08,SORACHI 29-0-13-12 C,13H,ANADARKO E&P ONSHORE LLC(020528),LOVING,Submitted: 03/13/2024 Approved: 03/15/2024,898165,Horizontal,New Drill,N,13000,,APPROVED,https://webapps2.rrc.texas.gov/EWA/drillingPermitDetailAction.do?methodToCall=searchByUniversalDocNo&universalDocNo=497084990&rrcActionMan=H4sIAAAAAAAAAL1Qu27DMAz8mnQ0RMl2s3AwinTuI2gGI4NiC4oA2zIouQ9AH1_aRYHU6ZxJx-PpeGQCIVAmEIBwR9RUTXR-eGmorcURF_7DnPQ4BplxO4vmU4fM-veNqvJcsUDiRj7uDhVDNcOWXNe5wT4Z6l0Mz5Ohrx_XrPUsyrE38ezbvX_QXcdEgWTiRMPevxpNzZmpLYqrMHVYuhXZkI2adP-mu8ksGTmDEqDKLdzPVYEnY90QDi7OZuz2pwa5qi_1q7FwsxuE391LHLU1dLHjvweBY73WzVkRkkQQSTHIUaSC35KJ6983Oec3Pf7M118CAAA,2024-03-13,2024-03-15,Allocation,1327.88
30136818,08,SORACHI 29-0-13-12 D,14H,ANADARKO E&P ONSHORE LLC(020528),LOVING,Submitted: 03/13/2024 Approved: 03/15/2024,898166,Horizontal,New Drill,N,13000,,APPROVED,https://webapps2.rrc.texas.gov/EWA/drillingPermitDetailAction.do?methodToCall=searchByUniversalDocNo&universalDocNo=497084991&rrcActionMan=H4sIAAAAAAAAAL1Qu27DMAz8mnQURMk2vHAwinbuI2gGI4NiC4oA2zIouQ_AH1_aRYHU6ZxJx-PpeOQMUqKaQQLCHVFTNcmH4aWhtpZHXPkPezLjGJXgtkj200ThwvtOV1mmWaBwpx4fDhVDvcCWfNf5wT1Z6n2Kz5Olrx9X0QYWZdjbdA7tPtybrmMiR7JpomEfXq2h5sxUifIqTB3XbkUuitGQ6d9MN9k1I2fQEnRRQrlUOZ6s80M8-LSYsdufGtSmvtRvxsLNbhB_dy9wNM7SxY7_HgSO9Va3ZEWYFYKcNYMM5ZzzWzBx_fsm5_wGTHTFvF8CAAA,2024-03-13,2024-03-15,Allocation,1327.88
30136819,08,SORACHI 29-0-13-12 E,15H,ANADARKO E&P ONSHORE LLC(020528),LOVING,Submitted: 03/13/2024 Approved: 03/15/2024,898167,Horizontal,New Drill,N,13000,,APPROVED,https://webapps2.rrc.texas.gov/EWA/drillingPermitDetailAction.do?methodToCall=searchByUniversalDocNo&universalDocNo=497084992&rrcActionMan=H4sIAAAAAAAAAL1Qu27DMAz8mnQURMk20oGDUaRzH0EzGBkUW3AE2JZByX0A-vjSLgqkTudMOh5PxyMTSIkqgQSEO6K6rKPzw0tNTSWPuPAf9mTGMSjBbRHtpwmi9e8bXWaZZoHCjXrcHUqGeoYNua5zQ_tkqXcxPE-Wvn5cReNZlGFv49k3e_9guo6JHMnGiYa9f7WG6jNTW5RXYaqwdEtqgxgNmf7NdJNdMnIGLUEXW7ifqxxPtnVDOLg4m7HbnxrUqr7Ur8bCzW4QfncvcDStpYsd_z0IHKu1bs6KkBSCTJpBhjLl_BZMXP--yTm_Ae-gordfAgAA,2024-03-13,2024-03-15,Allocation,1327.88
30136820,08,SORACHI 29-0-13-12 F,16H,ANADARKO E&P ONSHORE LLC(020528),LOVING,Submitted: 03/13/2024 Approved: 03/15/2024,898168,Horizontal,New Drill,N,13000,,APPROVED,https://webapps2.rrc.texas.gov/EWA/drillingPermitDetailAction.do?methodToCall=searchByUniversalDocNo&universalDocNo=497084993&rrcActionMan=H4sIAAAAAAAAAL1Qu27DMAz8mnQU9LCNLByMop3bJmgGI4NiC4oA2TIoOW0BfXxpFwVSp3MmHY-n45FZcA4yCy5APCC2dZtcGN5a7Bp-hIX_MCc9jlEyarNkPnVkNlw2qi4KRQIJG_n8dKgJqhl26Lx3g30x2LsUXyeDXz-urAskKqA36Ry6fXjU3hNRApo04bAPO6OxPRO1BX4TpolLt0Yb2ahR9-_aT2bJSBkUF6raSj5XJZyMdUM8uDSbkdufWshVfa1fjRV3u0H83b2CUVuDVzv-exBxbNa6OSuILEHwrAgUwHNJb0XE7e-7nPMb3m-GN18CAAA,2024-03-13,2024-03-15,Allocation,1327.88
30136821,08,SORACHI 29-0-13-12 G,17H,ANADARKO E&P ONSHORE LLC(020528),LOVING,Submitted: 03/13/2024 Approved: 03/15/2024,898169,Horizontal,New Drill,N,13000,,APPROVED,https://webapps2.rrc.texas.gov/EWA/drillingPermitDetailAction.do?methodToCall=searchByUniversalDocNo&universalDocNo=497084994&rrcActionMan=H4sIAAAAAAAAAL1QwU7DMAz9mnGM4qStdvGhQnAGNrFDtUPWRl2ktKmcdIDUj8ctQhod553y_Pzy_OwJpEQ1gQSEB6K6rJML_VtNTSWPuPAf9mSGISrBbZHsp4miDZeNLrNMs0DhRj0_HUqGeoYNOe9d375Y6lyKr6Olrx9X0QQWZdjZdA7NPjwa75nIkWwaqd-HnTVUn5naorwJU8WlW1IbxWDIdO_Gj3bJyBm0BF1sFcxVjifbuj4eXJrN2O1PDWpVX-tXY-FuN4i_uxc4mNbS1Y7_HgSO1Vo3Z0WYFIKcNIMM5ZTzWzBx-_su5_wGfbvhPF8CAAA,2024-03-13,2024-03-15,Allocation,1327.88
